code,1,code,2,code,3,code,5,code,6,code,11,code,12,code,16,code,17,code,19,code,27,code,66,code,101,code,151,code,175,code,267,code,288,code,286,code,288,code,669,code,688,code,700,code,762,code,823,code,857,code,883,code,939,code,941,code,1038,code,1044,code,1088,code,1093,code,1109,code,1113,code,1177,code,1299,code,1398,code,1928,code,1997,code,2007,code,2018,code,2313,code,2318,code,2319,code,2382,code,2388,code,2628,code,3328,code,3988,,
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,,
17/12/18,79.65,17/12/18,89.55,17/12/18,16.16,17/12/18,64.25,17/12/18,54.9,17/12/18,177.8,17/12/18,39.7,17/12/18,113.9,17/12/18,10.82,17/12/18,84.4,17/12/18,50.2,17/12/18,41.2,17/12/18,15.64,17/12/18,5.6,17/12/18,14.1,17/12/18,13.02,17/12/18,6.02,17/12/18,0.65,17/12/18,6.02,17/12/18,41.55,17/12/18,27.25,17/12/18,308.8,17/12/18,8.68,17/12/18,79.15,17/12/18,5.31,17/12/18,12.68,17/12/18,6.45,17/12/18,75.25,17/12/18,59.65,17/12/18,55.75,17/12/18,18.16,17/12/18,11.58,17/12/18,31,17/12/18,57.5,17/12/18,5.25,17/12/18,63.75,17/12/18,5.54,17/12/18,34.8,17/12/18,48.6,17/12/18,9.5,17/12/18,48.95,17/12/18,96.95,17/12/18,73.35,17/12/18,24.35,17/12/18,70,17/12/18,29.85,17/12/18,16.5,17/12/18,5.82,17/12/18,3.32,,0
18/12/18,78.15,18/12/18,89.15,18/12/18,16.06,18/12/18,63.8,18/12/18,54.45,18/12/18,177,18/12/18,39.95,18/12/18,113.2,18/12/18,10.82,18/12/18,84.15,18/12/18,49.85,18/12/18,41.2,18/12/18,15.5,18/12/18,5.54,18/12/18,13.8,18/12/18,12.68,18/12/18,5.9,18/12/18,0.65,18/12/18,5.9,18/12/18,41,18/12/18,26.55,18/12/18,302.8,18/12/18,8.55,18/12/18,79.3,18/12/18,5.19,18/12/18,12.16,18/12/18,6.39,18/12/18,75,18/12/18,59.75,18/12/18,53.75,18/12/18,17.66,18/12/18,11.7,18/12/18,29.75,18/12/18,57.8,18/12/18,5.33,18/12/18,63.35,18/12/18,5.49,18/12/18,34.35,18/12/18,48.25,18/12/18,9.19,18/12/18,48.05,18/12/18,92.85,18/12/18,73.25,18/12/18,24.05,18/12/18,69.15,18/12/18,29.55,18/12/18,16.48,18/12/18,5.85,18/12/18,3.29,,0
19/12/18,78.55,19/12/18,88.3,19/12/18,16.02,19/12/18,64.1,19/12/18,54.35,19/12/18,176,19/12/18,40.2,19/12/18,114.9,19/12/18,10.9,19/12/18,83.6,19/12/18,50.7,19/12/18,41,19/12/18,15.66,19/12/18,5.54,19/12/18,13.82,19/12/18,12.6,19/12/18,6,19/12/18,0.64,19/12/18,6,19/12/18,42,19/12/18,26.85,19/12/18,303,19/12/18,8.58,19/12/18,78.55,19/12/18,5.04,19/12/18,11.88,19/12/18,6.39,19/12/18,75.75,19/12/18,59.2,19/12/18,52.4,19/12/18,17.86,19/12/18,11.38,19/12/18,30.25,19/12/18,59.2,19/12/18,5.2,19/12/18,64.45,19/12/18,5.49,19/12/18,34.95,19/12/18,48.9,19/12/18,9.23,19/12/18,46.2,19/12/18,93.25,19/12/18,72.9,19/12/18,24.05,19/12/18,68.8,19/12/18,29.45,19/12/18,16.6,19/12/18,5.94,19/12/18,3.31,,0
20/12/18,77.65,20/12/18,88.5,20/12/18,16.04,20/12/18,63.55,20/12/18,54.35,20/12/18,174.2,20/12/18,39.3,20/12/18,114.2,20/12/18,10.66,20/12/18,83.55,20/12/18,48.6,20/12/18,40.95,20/12/18,15.26,20/12/18,5.53,20/12/18,13.62,20/12/18,12.36,20/12/18,5.98,20/12/18,0.62,20/12/18,5.98,20/12/18,41.8,20/12/18,26.85,20/12/18,301.6,20/12/18,8.45,20/12/18,78.25,20/12/18,4.95,20/12/18,11.72,20/12/18,6.34,20/12/18,76,20/12/18,57.8,20/12/18,52.8,20/12/18,17.58,20/12/18,10.86,20/12/18,30.1,20/12/18,57.5,20/12/18,5.09,20/12/18,64.15,20/12/18,5.45,20/12/18,33.55,20/12/18,48.05,20/12/18,9.17,20/12/18,45.4,20/12/18,92.3,20/12/18,71.3,20/12/18,23.7,20/12/18,66.75,20/12/18,29.2,20/12/18,16.34,20/12/18,5.88,20/12/18,3.31,,0
21/12/18,76.3,21/12/18,88.8,21/12/18,16.06,21/12/18,64.55,21/12/18,54.25,21/12/18,174.8,21/12/18,39.15,21/12/18,113.1,21/12/18,10.52,21/12/18,83.15,21/12/18,48.3,21/12/18,40.7,21/12/18,14.98,21/12/18,5.39,21/12/18,13.84,21/12/18,12.3,21/12/18,6.01,21/12/18,0.62,21/12/18,6.01,21/12/18,40.8,21/12/18,26.55,21/12/18,315.2,21/12/18,8.38,21/12/18,77.65,21/12/18,4.88,21/12/18,11.68,21/12/18,6.36,21/12/18,75.35,21/12/18,58.25,21/12/18,55.95,21/12/18,17.42,21/12/18,11.04,21/12/18,29.5,21/12/18,57,21/12/18,5.08,21/12/18,64.8,21/12/18,5.48,21/12/18,33.45,21/12/18,47.75,21/12/18,9.1,21/12/18,45.8,21/12/18,93,21/12/18,70.5,21/12/18,23.5,21/12/18,67,21/12/18,29.1,21/12/18,16.62,21/12/18,5.91,21/12/18,3.32,,0
24/12/18,75.95,24/12/18,89.7,24/12/18,16.16,24/12/18,64.15,24/12/18,54.85,24/12/18,174.6,24/12/18,39.4,24/12/18,113.4,24/12/18,10.66,24/12/18,83.35,24/12/18,47.8,24/12/18,41.3,24/12/18,15.14,24/12/18,5.46,24/12/18,13.8,24/12/18,12.18,24/12/18,5.96,24/12/18,0.64,24/12/18,5.96,24/12/18,39.8,24/12/18,26.05,24/12/18,310.6,24/12/18,8.2,24/12/18,78.8,24/12/18,4.85,24/12/18,11.7,24/12/18,6.35,24/12/18,74,24/12/18,59.2,24/12/18,57,24/12/18,17.5,24/12/18,11.12,24/12/18,29.5,24/12/18,57,24/12/18,5.15,24/12/18,64,24/12/18,5.52,24/12/18,33.15,24/12/18,47.85,24/12/18,9.05,24/12/18,45.05,24/12/18,93.6,24/12/18,70.05,24/12/18,23.8,24/12/18,67.25,24/12/18,29,24/12/18,16.4,24/12/18,5.94,24/12/18,3.33,,0
27/12/18,75.35,27/12/18,89.1,27/12/18,16.22,27/12/18,64,27/12/18,54.55,27/12/18,174.1,27/12/18,38.8,27/12/18,111.8,27/12/18,10.48,27/12/18,83.2,27/12/18,47.85,27/12/18,40.75,27/12/18,14.8,27/12/18,5.37,27/12/18,13.36,27/12/18,12.12,27/12/18,5.91,27/12/18,0.63,27/12/18,5.91,27/12/18,40.05,27/12/18,25.85,27/12/18,309.6,27/12/18,8.15,27/12/18,78.9,27/12/18,4.84,27/12/18,11.76,27/12/18,6.33,27/12/18,74.45,27/12/18,60,27/12/18,56.8,27/12/18,17.18,27/12/18,10.72,27/12/18,29.55,27/12/18,56.3,27/12/18,5,27/12/18,63.7,27/12/18,5.45,27/12/18,33.2,27/12/18,46.8,27/12/18,8.89,27/12/18,44.7,27/12/18,85.8,27/12/18,69.1,27/12/18,23.45,27/12/18,67.75,27/12/18,28.8,27/12/18,16.3,27/12/18,6,27/12/18,3.33,,0
28/12/18,75.35,28/12/18,88.95,28/12/18,16.18,28/12/18,63.75,28/12/18,54.2,28/12/18,174.3,28/12/18,38.55,28/12/18,110.2,28/12/18,10.34,28/12/18,82.75,28/12/18,48.55,28/12/18,41,28/12/18,15.1,28/12/18,5.42,28/12/18,13.62,28/12/18,12.12,28/12/18,5.86,28/12/18,0.63,28/12/18,5.86,28/12/18,40.7,28/12/18,26.25,28/12/18,310,28/12/18,8.13,28/12/18,78.9,28/12/18,4.81,28/12/18,11.98,28/12/18,6.36,28/12/18,73.9,28/12/18,59.45,28/12/18,56.8,28/12/18,17.22,28/12/18,11.22,28/12/18,29.95,28/12/18,56.75,28/12/18,5.09,28/12/18,64.15,28/12/18,5.46,28/12/18,33.5,28/12/18,46.6,28/12/18,8.96,28/12/18,44.4,28/12/18,88.65,28/12/18,68.45,28/12/18,23.85,28/12/18,68.8,28/12/18,28.85,28/12/18,16.34,28/12/18,6.03,28/12/18,3.34,,0
31/12/18,75.2,31/12/18,88.5,31/12/18,16.2,31/12/18,64.8,31/12/18,54.5,31/12/18,175.8,31/12/18,39,31/12/18,111.6,31/12/18,10.36,31/12/18,82.7,31/12/18,49.8,31/12/18,41.2,31/12/18,14.92,31/12/18,5.48,31/12/18,13.8,31/12/18,12.28,31/12/18,6.03,31/12/18,0.64,31/12/18,6.03,31/12/18,41.6,31/12/18,26.9,31/12/18,314,31/12/18,8.36,31/12/18,79.3,31/12/18,4.88,31/12/18,12.1,31/12/18,6.46,31/12/18,75.35,31/12/18,59.3,31/12/18,57,31/12/18,17.16,31/12/18,11.3,31/12/18,30.1,31/12/18,57.3,31/12/18,5.16,31/12/18,65,31/12/18,5.59,31/12/18,34.3,31/12/18,46.85,31/12/18,9.53,31/12/18,45.45,31/12/18,88.75,31/12/18,69.15,31/12/18,24.4,31/12/18,69.6,31/12/18,29.1,31/12/18,16.64,31/12/18,6.11,31/12/18,3.38,,0
02/01/19,74.4,02/01/19,87.25,02/01/19,16.26,02/01/19,63.3,02/01/19,53.5,02/01/19,173,02/01/19,38.25,02/01/19,108.8,02/01/19,10.14,02/01/19,79.85,02/01/19,47.35,02/01/19,40.5,02/01/19,14.58,02/01/19,5.24,02/01/19,12.98,02/01/19,11.84,02/01/19,5.79,02/01/19,0.62,02/01/19,5.79,02/01/19,41.1,02/01/19,25.4,02/01/19,306.6,02/01/19,8.07,02/01/19,78.2,02/01/19,4.63,02/01/19,11.32,02/01/19,6.27,02/01/19,73.4,02/01/19,58.3,02/01/19,57,02/01/19,16.68,02/01/19,10.68,02/01/19,28.25,02/01/19,55.5,02/01/19,4.97,02/01/19,62.95,02/01/19,5.43,02/01/19,32.8,02/01/19,45.9,02/01/19,8.95,02/01/19,43.4,02/01/19,86.8,02/01/19,67.55,02/01/19,23.85,02/01/19,65.85,02/01/19,28.45,02/01/19,16.2,02/01/19,5.96,02/01/19,3.32,,0
03/01/19,73.35,03/01/19,87.25,03/01/19,16.18,03/01/19,63.25,03/01/19,53.75,03/01/19,168.1,03/01/19,38.7,03/01/19,112,03/01/19,10.18,03/01/19,79.5,03/01/19,47.75,03/01/19,40.9,03/01/19,14.54,03/01/19,5.53,03/01/19,11.92,03/01/19,12.14,03/01/19,5.69,03/01/19,0.62,03/01/19,5.69,03/01/19,41,03/01/19,26,03/01/19,305,03/01/19,8.08,03/01/19,78.15,03/01/19,4.76,03/01/19,11.48,03/01/19,6.29,03/01/19,74.1,03/01/19,57.8,03/01/19,57,03/01/19,16.64,03/01/19,10.06,03/01/19,29,03/01/19,55.75,03/01/19,4.63,03/01/19,61.85,03/01/19,5.44,03/01/19,32.8,03/01/19,45.8,03/01/19,8.6,03/01/19,41.05,03/01/19,85.9,03/01/19,67,03/01/19,23.3,03/01/19,61.4,03/01/19,27.95,03/01/19,16.02,03/01/19,6,03/01/19,3.33,,0
04/01/19,75.25,04/01/19,88.9,04/01/19,16.28,04/01/19,64.35,04/01/19,54.85,04/01/19,167.8,04/01/19,40.65,04/01/19,117.4,04/01/19,10.68,04/01/19,81.8,04/01/19,48.6,04/01/19,41.2,04/01/19,15.08,04/01/19,5.7,04/01/19,11.88,04/01/19,12.36,04/01/19,5.85,04/01/19,0.61,04/01/19,5.85,04/01/19,41.4,04/01/19,26.5,04/01/19,310.6,04/01/19,8.32,04/01/19,80.95,04/01/19,4.88,04/01/19,12.08,04/01/19,6.41,04/01/19,76.8,04/01/19,59.5,04/01/19,57.3,04/01/19,17.1,04/01/19,11.08,04/01/19,29.75,04/01/19,58.85,04/01/19,5.02,04/01/19,63.45,04/01/19,5.52,04/01/19,33.5,04/01/19,45.95,04/01/19,9.06,04/01/19,40.75,04/01/19,87.7,04/01/19,67.15,04/01/19,23.45,04/01/19,61.5,04/01/19,28.1,04/01/19,16.4,04/01/19,6.05,04/01/19,3.37,,0
07/01/19,75.8,07/01/19,88.85,07/01/19,16.38,07/01/19,64.9,07/01/19,54.85,07/01/19,168.7,07/01/19,41.2,07/01/19,118.2,07/01/19,10.84,07/01/19,82.4,07/01/19,48.15,07/01/19,41.5,07/01/19,15.34,07/01/19,5.85,07/01/19,11.52,07/01/19,12.32,07/01/19,6.04,07/01/19,0.61,07/01/19,6.04,07/01/19,42,07/01/19,26.75,07/01/19,317.6,07/01/19,8.33,07/01/19,81.3,07/01/19,4.91,07/01/19,12.38,07/01/19,6.42,07/01/19,77.95,07/01/19,59.95,07/01/19,56.95,07/01/19,17.54,07/01/19,11.28,07/01/19,29.8,07/01/19,60.5,07/01/19,5.01,07/01/19,63.3,07/01/19,5.54,07/01/19,33.7,07/01/19,47,07/01/19,9.2,07/01/19,40.7,07/01/19,86.1,07/01/19,67.35,07/01/19,22.95,07/01/19,62.9,07/01/19,28.15,07/01/19,16.66,07/01/19,6.11,07/01/19,3.38,,0
08/01/19,77.35,08/01/19,89.9,08/01/19,16.44,08/01/19,64.75,08/01/19,55,08/01/19,170.6,08/01/19,41.6,08/01/19,119.5,08/01/19,11.18,08/01/19,83.2,08/01/19,48,08/01/19,41.7,08/01/19,15.4,08/01/19,5.89,08/01/19,10.22,08/01/19,12.28,08/01/19,6.25,08/01/19,0.61,08/01/19,6.25,08/01/19,42.45,08/01/19,26.8,08/01/19,315.6,08/01/19,8.29,08/01/19,80.4,08/01/19,4.95,08/01/19,12.44,08/01/19,6.42,08/01/19,78.45,08/01/19,60,08/01/19,57,08/01/19,17.64,08/01/19,11.32,08/01/19,29.45,08/01/19,62.5,08/01/19,5.05,08/01/19,64,08/01/19,5.52,08/01/19,33.8,08/01/19,47.15,08/01/19,9.01,08/01/19,42.15,08/01/19,89.5,08/01/19,66.55,08/01/19,23.2,08/01/19,61.85,08/01/19,28.35,08/01/19,16.58,08/01/19,6.15,08/01/19,3.38,,0
09/01/19,77.5,09/01/19,90.45,09/01/19,16.64,09/01/19,65.5,09/01/19,55.55,09/01/19,174.6,09/01/19,42,09/01/19,120,09/01/19,11.24,09/01/19,86,09/01/19,49.8,09/01/19,41.8,09/01/19,15.56,09/01/19,6.03,09/01/19,11.08,09/01/19,12.48,09/01/19,6.49,09/01/19,0.58,09/01/19,6.49,09/01/19,44.3,09/01/19,27,09/01/19,327.6,09/01/19,8.56,09/01/19,79.9,09/01/19,5.03,09/01/19,12.72,09/01/19,6.57,09/01/19,79.8,09/01/19,60.5,09/01/19,57,09/01/19,18,09/01/19,11.36,09/01/19,30.8,09/01/19,63.6,09/01/19,5.08,09/01/19,65.9,09/01/19,5.69,09/01/19,35.35,09/01/19,48.15,09/01/19,9.14,09/01/19,44.85,09/01/19,92.15,09/01/19,68.1,09/01/19,24.2,09/01/19,63.55,09/01/19,29.2,09/01/19,17.18,09/01/19,6.24,09/01/19,3.42,,0
10/01/19,77.1,10/01/19,90.65,10/01/19,16.58,10/01/19,64.8,10/01/19,54.4,10/01/19,173.6,10/01/19,42.05,10/01/19,120.8,10/01/19,11.26,10/01/19,87.35,10/01/19,49.45,10/01/19,41.8,10/01/19,15.56,10/01/19,6.23,10/01/19,11,10/01/19,12.5,10/01/19,6.51,10/01/19,0.68,10/01/19,6.51,10/01/19,44.4,10/01/19,26.65,10/01/19,329,10/01/19,8.5,10/01/19,79.3,10/01/19,5.03,10/01/19,12.82,10/01/19,6.57,10/01/19,79.75,10/01/19,60.9,10/01/19,56.65,10/01/19,17.98,10/01/19,12.22,10/01/19,30.65,10/01/19,63.15,10/01/19,5.67,10/01/19,66.8,10/01/19,5.69,10/01/19,35.55,10/01/19,48,10/01/19,9.2,10/01/19,44,10/01/19,93.15,10/01/19,69.1,10/01/19,24.75,10/01/19,66.95,10/01/19,29.15,10/01/19,17.38,10/01/19,6.19,10/01/19,3.42,,0
11/01/19,77.85,11/01/19,91,11/01/19,16.66,11/01/19,65.4,11/01/19,54.65,11/01/19,175,11/01/19,42.4,11/01/19,122,11/01/19,11.38,11/01/19,87.4,11/01/19,48.05,11/01/19,42,11/01/19,15.68,11/01/19,6.14,11/01/19,11.1,11/01/19,12.4,11/01/19,6.55,11/01/19,0.66,11/01/19,6.55,11/01/19,46,11/01/19,27.45,11/01/19,331.2,11/01/19,8.5,11/01/19,79.75,11/01/19,5.06,11/01/19,12.82,11/01/19,6.58,11/01/19,80,11/01/19,61.2,11/01/19,57.1,11/01/19,18.56,11/01/19,12.06,11/01/19,31.25,11/01/19,64.1,11/01/19,5.45,11/01/19,67.3,11/01/19,5.71,11/01/19,35.65,11/01/19,48.5,11/01/19,9.36,11/01/19,46.2,11/01/19,91.9,11/01/19,69.55,11/01/19,24.8,11/01/19,68.75,11/01/19,29.25,11/01/19,17.42,11/01/19,6.3,11/01/19,3.42,,0
14/01/19,76.45,14/01/19,90.95,14/01/19,16.62,14/01/19,64.55,14/01/19,54.1,14/01/19,172.7,14/01/19,42.4,14/01/19,120.6,14/01/19,11.3,14/01/19,87.25,14/01/19,46.3,14/01/19,41.85,14/01/19,15.44,14/01/19,6.05,14/01/19,10.76,14/01/19,12.18,14/01/19,6.48,14/01/19,0.66,14/01/19,6.48,14/01/19,44.6,14/01/19,27.5,14/01/19,321.8,14/01/19,8.33,14/01/19,79.9,14/01/19,4.9,14/01/19,12.22,14/01/19,6.49,14/01/19,80.05,14/01/19,60.45,14/01/19,56.8,14/01/19,18.32,14/01/19,11.68,14/01/19,30.9,14/01/19,62.3,14/01/19,5.36,14/01/19,67.1,14/01/19,5.63,14/01/19,34.65,14/01/19,48.8,14/01/19,9.08,14/01/19,45.65,14/01/19,89.7,14/01/19,68.95,14/01/19,24.75,14/01/19,67.65,14/01/19,28.95,14/01/19,16.88,14/01/19,6.34,14/01/19,3.38,,0
15/01/19,78.25,15/01/19,91.55,15/01/19,16.76,15/01/19,65.1,15/01/19,54.25,15/01/19,175,15/01/19,43,15/01/19,123.7,15/01/19,11.5,15/01/19,88.2,15/01/19,47.15,15/01/19,42.15,15/01/19,15.62,15/01/19,6.27,15/01/19,11.26,15/01/19,12.28,15/01/19,6.72,15/01/19,0.66,15/01/19,6.72,15/01/19,44.95,15/01/19,27.95,15/01/19,330,15/01/19,8.69,15/01/19,80.4,15/01/19,5.01,15/01/19,12.72,15/01/19,6.6,15/01/19,81.6,15/01/19,60.95,15/01/19,56.8,15/01/19,18.7,15/01/19,11.92,15/01/19,31.55,15/01/19,63.35,15/01/19,5.46,15/01/19,69.6,15/01/19,5.7,15/01/19,35.75,15/01/19,48.85,15/01/19,9.45,15/01/19,48,15/01/19,91.3,15/01/19,70.3,15/01/19,25.4,15/01/19,69.5,15/01/19,29.6,15/01/19,17.6,15/01/19,6.44,15/01/19,3.43,,0
16/01/19,78.55,16/01/19,91.3,16/01/19,16.72,16/01/19,65.15,16/01/19,54.45,16/01/19,175.5,16/01/19,43.1,16/01/19,123.5,16/01/19,11.62,16/01/19,89.6,16/01/19,47.7,16/01/19,42.25,16/01/19,15.74,16/01/19,6.23,16/01/19,11.52,16/01/19,12.2,16/01/19,6.81,16/01/19,0.67,16/01/19,6.81,16/01/19,46,16/01/19,28.05,16/01/19,331,16/01/19,8.77,16/01/19,80.05,16/01/19,5.01,16/01/19,12.7,16/01/19,6.57,16/01/19,81.4,16/01/19,61.3,16/01/19,58.4,16/01/19,18.6,16/01/19,12.56,16/01/19,30.95,16/01/19,62.8,16/01/19,5.85,16/01/19,69.7,16/01/19,5.71,16/01/19,36,16/01/19,48.55,16/01/19,9.78,16/01/19,46.35,16/01/19,90,16/01/19,70.95,16/01/19,25.5,16/01/19,68,16/01/19,29.6,16/01/19,18.44,16/01/19,6.43,16/01/19,3.44,,0
17/01/19,78.25,17/01/19,90.8,17/01/19,16.7,17/01/19,65.15,17/01/19,54.1,17/01/19,175.1,17/01/19,42.65,17/01/19,121.5,17/01/19,11.38,17/01/19,89.7,17/01/19,47.5,17/01/19,42.2,17/01/19,15.48,17/01/19,6.21,17/01/19,11.6,17/01/19,11.8,17/01/19,6.67,17/01/19,0.66,17/01/19,6.67,17/01/19,45.05,17/01/19,27.15,17/01/19,331.2,17/01/19,8.64,17/01/19,79.5,17/01/19,4.99,17/01/19,12.66,17/01/19,6.56,17/01/19,80.65,17/01/19,61.25,17/01/19,58.05,17/01/19,18.4,17/01/19,12.62,17/01/19,30.45,17/01/19,62.55,17/01/19,6.02,17/01/19,68.65,17/01/19,5.68,17/01/19,35.65,17/01/19,48.65,17/01/19,9.44,17/01/19,45.7,17/01/19,90,17/01/19,71.15,17/01/19,25.2,17/01/19,66.55,17/01/19,29.3,17/01/19,18.42,17/01/19,6.34,17/01/19,3.45,,0
18/01/19,79.2,18/01/19,90.55,18/01/19,16.7,18/01/19,65.35,18/01/19,54.3,18/01/19,174.3,18/01/19,43.15,18/01/19,124,18/01/19,11.7,18/01/19,90.7,18/01/19,49.15,18/01/19,42.3,18/01/19,15.82,18/01/19,6.13,18/01/19,12.26,18/01/19,11.88,18/01/19,6.68,18/01/19,0.61,18/01/19,6.68,18/01/19,46.45,18/01/19,27.8,18/01/19,337,18/01/19,8.67,18/01/19,79.35,18/01/19,5.05,18/01/19,12.92,18/01/19,6.63,18/01/19,80.85,18/01/19,61.35,18/01/19,58.2,18/01/19,18.66,18/01/19,13.1,18/01/19,31.15,18/01/19,63.45,18/01/19,6.46,18/01/19,69.9,18/01/19,5.76,18/01/19,36.45,18/01/19,49.9,18/01/19,9.71,18/01/19,48.2,18/01/19,92.55,18/01/19,71.85,18/01/19,25.45,18/01/19,71.65,18/01/19,29.5,18/01/19,19.1,18/01/19,6.39,18/01/19,3.47,,0
21/01/19,79.5,21/01/19,90.2,21/01/19,16.78,21/01/19,65.35,21/01/19,54.25,21/01/19,174.8,21/01/19,43.4,21/01/19,124.2,21/01/19,11.62,21/01/19,89.2,21/01/19,50.35,21/01/19,42.45,21/01/19,15.94,21/01/19,6.03,21/01/19,12.74,21/01/19,11.92,21/01/19,6.86,21/01/19,0.6,21/01/19,6.86,21/01/19,46.75,21/01/19,27.35,21/01/19,340,21/01/19,8.69,21/01/19,78.7,21/01/19,5.13,21/01/19,13.12,21/01/19,6.69,21/01/19,80.95,21/01/19,61.3,21/01/19,58,21/01/19,19.48,21/01/19,13.12,21/01/19,30.55,21/01/19,63.2,21/01/19,6.23,21/01/19,68.6,21/01/19,5.84,21/01/19,36.6,21/01/19,50.7,21/01/19,9.83,21/01/19,48,21/01/19,92.7,21/01/19,72.6,21/01/19,25.4,21/01/19,75.6,21/01/19,30.05,21/01/19,19.08,21/01/19,6.44,21/01/19,3.51,,0
22/01/19,78.2,22/01/19,90.9,22/01/19,16.8,22/01/19,65.1,22/01/19,53.8,22/01/19,176.6,22/01/19,42.75,22/01/19,123.7,22/01/19,11.6,22/01/19,89.1,22/01/19,49.4,22/01/19,42.35,22/01/19,15.92,22/01/19,6.02,22/01/19,12.4,22/01/19,11.84,22/01/19,6.7,22/01/19,0.59,22/01/19,6.7,22/01/19,46.65,22/01/19,27.05,22/01/19,335.8,22/01/19,8.67,22/01/19,80.1,22/01/19,4.96,22/01/19,12.94,22/01/19,6.65,22/01/19,80.35,22/01/19,62,22/01/19,56.35,22/01/19,18.92,22/01/19,12.64,22/01/19,29.95,22/01/19,63.35,22/01/19,6.03,22/01/19,68.8,22/01/19,5.8,22/01/19,36,22/01/19,51.5,22/01/19,9.62,22/01/19,45.55,22/01/19,91.4,22/01/19,72.25,22/01/19,25.15,22/01/19,73.1,22/01/19,30.05,22/01/19,18.8,22/01/19,6.42,22/01/19,3.48,,0
23/01/19,79,23/01/19,91.35,23/01/19,16.92,23/01/19,64.95,23/01/19,53.8,23/01/19,177,23/01/19,43.05,23/01/19,125.2,23/01/19,11.7,23/01/19,89.6,23/01/19,49.2,23/01/19,42.5,23/01/19,16.04,23/01/19,6.06,23/01/19,12.24,23/01/19,11.82,23/01/19,6.7,23/01/19,0.58,23/01/19,6.7,23/01/19,44.1,23/01/19,27.4,23/01/19,333.2,23/01/19,9.04,23/01/19,81,23/01/19,4.9,23/01/19,12.62,23/01/19,6.67,23/01/19,81.3,23/01/19,61.8,23/01/19,57.3,23/01/19,19.28,23/01/19,12.86,23/01/19,29.8,23/01/19,63.8,23/01/19,6.1,23/01/19,68.45,23/01/19,5.82,23/01/19,35.65,23/01/19,52.2,23/01/19,9.62,23/01/19,45.1,23/01/19,91.45,23/01/19,71.65,23/01/19,25.15,23/01/19,70.8,23/01/19,30.1,23/01/19,19.04,23/01/19,6.45,23/01/19,3.48,,0
24/01/19,80,24/01/19,92,24/01/19,16.98,24/01/19,65.3,24/01/19,53.65,24/01/19,177.8,24/01/19,43.85,24/01/19,126.3,24/01/19,11.72,24/01/19,91.25,24/01/19,49,24/01/19,42.6,24/01/19,16.24,24/01/19,6.1,24/01/19,12.74,24/01/19,11.86,24/01/19,6.84,24/01/19,0.61,24/01/19,6.84,24/01/19,42.9,24/01/19,27.45,24/01/19,330.2,24/01/19,9.03,24/01/19,81.65,24/01/19,4.95,24/01/19,12.8,24/01/19,6.7,24/01/19,82.35,24/01/19,62.4,24/01/19,57.45,24/01/19,19.36,24/01/19,13.08,24/01/19,29.65,24/01/19,64.15,24/01/19,6.09,24/01/19,68.3,24/01/19,5.84,24/01/19,35.55,24/01/19,52.15,24/01/19,9.74,24/01/19,46.85,24/01/19,91.85,24/01/19,72.25,24/01/19,25.2,24/01/19,73,24/01/19,30.05,24/01/19,18.9,24/01/19,6.43,24/01/19,3.5,,0
25/01/19,81,25/01/19,91.05,25/01/19,17.12,25/01/19,65.9,25/01/19,53.65,25/01/19,179.6,25/01/19,44.4,25/01/19,129,25/01/19,11.86,25/01/19,91.75,25/01/19,51.25,25/01/19,42.9,25/01/19,16.28,25/01/19,6.2,25/01/19,13.38,25/01/19,11.96,25/01/19,6.86,25/01/19,#N/A,25/01/19,6.86,25/01/19,44.55,25/01/19,28.2,25/01/19,343.8,25/01/19,9.07,25/01/19,83.1,25/01/19,5.04,25/01/19,13.06,25/01/19,6.82,25/01/19,81.15,25/01/19,63.8,25/01/19,57.85,25/01/19,19.68,25/01/19,13.14,25/01/19,29.3,25/01/19,65,25/01/19,6.09,25/01/19,69.5,25/01/19,5.97,25/01/19,36.5,25/01/19,52.95,25/01/19,10.28,25/01/19,48.4,25/01/19,91.3,25/01/19,73.4,25/01/19,25.25,25/01/19,76.55,25/01/19,30.5,25/01/19,19.68,25/01/19,6.48,25/01/19,3.59,,1
